colorterm	term	force_color	tty_compatible	no_color	isatty	forced	is_terminal	is_dumb	color_system	no_color_flag
'24bit'	'xterm-16color'	''	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	''	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	''	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	-	-	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	-	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	''	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	''	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	-	'1'	True	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	-	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	-	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	-	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	''	-	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	-	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	''	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	''	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	''	'1'	True	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	''	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	''	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	''	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	'0'	-	True	False	False	False	None	False
'24bit'	'xterm-16color'	'1'	'0'	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'0'	-	False	False	False	False	None	False
'24bit'	'xterm-16color'	'1'	'0'	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'0'	''	True	False	False	False	None	False
'24bit'	'xterm-16color'	'1'	'0'	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'0'	''	False	False	False	False	None	False
'24bit'	'xterm-16color'	'1'	'0'	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'0'	'1'	True	False	False	False	None	True
'24bit'	'xterm-16color'	'1'	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	'0'	'1'	False	False	False	False	None	True
'24bit'	'xterm-16color'	'1'	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	'1'	-	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	-	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	''	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	''	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'1'	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'1'	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	-	-	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	-	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	''	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	''	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	-	'1'	True	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	-	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	-	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	-	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	''	-	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	-	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	''	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	''	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	''	'1'	True	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	''	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	''	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	''	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	'0'	-	True	False	False	False	None	False
'24bit'	'xterm-16color'	'0'	'0'	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'0'	-	False	False	False	False	None	False
'24bit'	'xterm-16color'	'0'	'0'	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'0'	''	True	False	False	False	None	False
'24bit'	'xterm-16color'	'0'	'0'	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'0'	''	False	False	False	False	None	False
'24bit'	'xterm-16color'	'0'	'0'	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'0'	'1'	True	False	False	False	None	True
'24bit'	'xterm-16color'	'0'	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	'0'	'1'	False	False	False	False	None	True
'24bit'	'xterm-16color'	'0'	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	'1'	-	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	-	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	-	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	-	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	''	True	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	''	True	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	''	False	False	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	''	False	True	True	False	truecolor	False
'24bit'	'xterm-16color'	'0'	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'xterm-16color'	'0'	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	-	-	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	-	-	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	-	-	False	False	False	False	None	False
'24bit'	'kitty'	-	-	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	-	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	-	-	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	-	''	False	False	False	False	None	False
'24bit'	'kitty'	-	-	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	-	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	-	-	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	-	-	'1'	False	False	False	False	None	True
'24bit'	'kitty'	-	-	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	-	''	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	-	''	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	''	-	False	False	False	False	None	False
'24bit'	'kitty'	-	''	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	''	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	-	''	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	''	''	False	False	False	False	None	False
'24bit'	'kitty'	-	''	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	''	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	-	''	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	-	''	'1'	False	False	False	False	None	True
'24bit'	'kitty'	-	''	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	-	'0'	-	True	False	False	False	None	False
'24bit'	'kitty'	-	'0'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	'0'	-	False	False	False	False	None	False
'24bit'	'kitty'	-	'0'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	'0'	''	True	False	False	False	None	False
'24bit'	'kitty'	-	'0'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	'0'	''	False	False	False	False	None	False
'24bit'	'kitty'	-	'0'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	'0'	'1'	True	False	False	False	None	True
'24bit'	'kitty'	-	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	-	'0'	'1'	False	False	False	False	None	True
'24bit'	'kitty'	-	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	-	'1'	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	-	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	-	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	-	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	-	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	''	-	-	True	False	False	False	None	False
'24bit'	'kitty'	''	-	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	-	-	False	False	False	False	None	False
'24bit'	'kitty'	''	-	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	-	''	True	False	False	False	None	False
'24bit'	'kitty'	''	-	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	-	''	False	False	False	False	None	False
'24bit'	'kitty'	''	-	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	-	'1'	True	False	False	False	None	True
'24bit'	'kitty'	''	-	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	''	-	'1'	False	False	False	False	None	True
'24bit'	'kitty'	''	-	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	''	''	-	True	False	False	False	None	False
'24bit'	'kitty'	''	''	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	''	-	False	False	False	False	None	False
'24bit'	'kitty'	''	''	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	''	''	True	False	False	False	None	False
'24bit'	'kitty'	''	''	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	''	''	False	False	False	False	None	False
'24bit'	'kitty'	''	''	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	''	'1'	True	False	False	False	None	True
'24bit'	'kitty'	''	''	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	''	''	'1'	False	False	False	False	None	True
'24bit'	'kitty'	''	''	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	''	'0'	-	True	False	False	False	None	False
'24bit'	'kitty'	''	'0'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	'0'	-	False	False	False	False	None	False
'24bit'	'kitty'	''	'0'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	'0'	''	True	False	False	False	None	False
'24bit'	'kitty'	''	'0'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	'0'	''	False	False	False	False	None	False
'24bit'	'kitty'	''	'0'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	'0'	'1'	True	False	False	False	None	True
'24bit'	'kitty'	''	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	''	'0'	'1'	False	False	False	False	None	True
'24bit'	'kitty'	''	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	''	'1'	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	''	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	''	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	''	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	''	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	-	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	-	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	'1'	-	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	-	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	'1'	-	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	''	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	''	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	'1'	''	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	''	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	'1'	''	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	'0'	-	True	False	False	False	None	False
'24bit'	'kitty'	'1'	'0'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'0'	-	False	False	False	False	None	False
'24bit'	'kitty'	'1'	'0'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'0'	''	True	False	False	False	None	False
'24bit'	'kitty'	'1'	'0'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'0'	''	False	False	False	False	None	False
'24bit'	'kitty'	'1'	'0'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'0'	'1'	True	False	False	False	None	True
'24bit'	'kitty'	'1'	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	'0'	'1'	False	False	False	False	None	True
'24bit'	'kitty'	'1'	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	'1'	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'1'	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	'1'	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'1'	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	'1'	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	-	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	-	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	'0'	-	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	-	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	'0'	-	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	''	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	''	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	'0'	''	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	''	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	'0'	''	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	'0'	-	True	False	False	False	None	False
'24bit'	'kitty'	'0'	'0'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'0'	-	False	False	False	False	None	False
'24bit'	'kitty'	'0'	'0'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'0'	''	True	False	False	False	None	False
'24bit'	'kitty'	'0'	'0'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'0'	''	False	False	False	False	None	False
'24bit'	'kitty'	'0'	'0'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'0'	'1'	True	False	False	False	None	True
'24bit'	'kitty'	'0'	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	'0'	'1'	False	False	False	False	None	True
'24bit'	'kitty'	'0'	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	'1'	-	True	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	-	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	-	False	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	-	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	''	True	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	''	True	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	''	False	False	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	''	False	True	True	False	truecolor	False
'24bit'	'kitty'	'0'	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'kitty'	'0'	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'kitty'	'0'	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'kitty'	'0'	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	-	-	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	-	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	-	-	False	False	False	False	None	False
'24bit'	'screen-256color'	-	-	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	-	''	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	-	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	-	''	False	False	False	False	None	False
'24bit'	'screen-256color'	-	-	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	-	'1'	True	False	True	False	truecolor	True
'24bit'	'screen-256color'	-	-	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	-	'1'	False	False	False	False	None	True
'24bit'	'screen-256color'	-	-	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	''	-	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	''	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	''	-	False	False	False	False	None	False
'24bit'	'screen-256color'	-	''	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	''	''	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	''	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	''	''	False	False	False	False	None	False
'24bit'	'screen-256color'	-	''	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	''	'1'	True	False	True	False	truecolor	True
'24bit'	'screen-256color'	-	''	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	''	'1'	False	False	False	False	None	True
'24bit'	'screen-256color'	-	''	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	'0'	-	True	False	False	False	None	False
'24bit'	'screen-256color'	-	'0'	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'0'	-	False	False	False	False	None	False
'24bit'	'screen-256color'	-	'0'	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'0'	''	True	False	False	False	None	False
'24bit'	'screen-256color'	-	'0'	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'0'	''	False	False	False	False	None	False
'24bit'	'screen-256color'	-	'0'	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'0'	'1'	True	False	False	False	None	True
'24bit'	'screen-256color'	-	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	'0'	'1'	False	False	False	False	None	True
'24bit'	'screen-256color'	-	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	'1'	-	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	-	False	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	''	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	''	False	False	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	-	'1'	'1'	True	False	True	False	truecolor	True
'24bit'	'screen-256color'	-	'1'	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	-	'1'	'1'	False	False	True	False	truecolor	True
'24bit'	'screen-256color'	-	'1'	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	-	-	True	False	False	False	None	False
'24bit'	'screen-256color'	''	-	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	-	-	False	False	False	False	None	False
'24bit'	'screen-256color'	''	-	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	-	''	True	False	False	False	None	False
'24bit'	'screen-256color'	''	-	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	-	''	False	False	False	False	None	False
'24bit'	'screen-256color'	''	-	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	-	'1'	True	False	False	False	None	True
'24bit'	'screen-256color'	''	-	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	-	'1'	False	False	False	False	None	True
'24bit'	'screen-256color'	''	-	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	''	-	True	False	False	False	None	False
'24bit'	'screen-256color'	''	''	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	''	-	False	False	False	False	None	False
'24bit'	'screen-256color'	''	''	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	''	''	True	False	False	False	None	False
'24bit'	'screen-256color'	''	''	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	''	''	False	False	False	False	None	False
'24bit'	'screen-256color'	''	''	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	''	'1'	True	False	False	False	None	True
'24bit'	'screen-256color'	''	''	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	''	'1'	False	False	False	False	None	True
'24bit'	'screen-256color'	''	''	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	'0'	-	True	False	False	False	None	False
'24bit'	'screen-256color'	''	'0'	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'0'	-	False	False	False	False	None	False
'24bit'	'screen-256color'	''	'0'	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'0'	''	True	False	False	False	None	False
'24bit'	'screen-256color'	''	'0'	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'0'	''	False	False	False	False	None	False
'24bit'	'screen-256color'	''	'0'	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'0'	'1'	True	False	False	False	None	True
'24bit'	'screen-256color'	''	'0'	'1'	True	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	'0'	'1'	False	False	False	False	None	True
'24bit'	'screen-256color'	''	'0'	'1'	False	True	True	False	truecolor	True
'24bit'	'screen-256color'	''	'1'	-	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	-	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	-	False	False	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	-	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	''	True	False	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	''	True	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	''	False	False	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	''	False	True	True	False	truecolor	False
'24bit'	'screen-256color'	''	'1'	'1'	True	False	True	False	truecolor	True
